DVD_Title|Studio|Released|Status|Sound|Versions|Price|Rating|Year|Genre|Aspect|UPC|DVD_ReleaseDate|ID|Timestamp|Updated
Black Angel (2002)|Cult Epics|2013-12-17 00:00:00|Pending|SUB|LBX, 16:9|29.98|NR|2002|Drama|1.66:1|881190012390|2013-12-17 00:00:00|250720|2013-11-21 00:00:00|1
Black Hole (2005) / Last Sentinel|Echo Bridge||Discontinued|VAR|VAR|6.99|NR|VAR|SciFi|1.85:1|096009666392|2009-11-10 00:00:00|170115|2013-11-21 00:00:00|1
Black Hole (2005) / Supernova (2005/ Widescreen)|Echo Bridge||Discontinued|VAR|LBX, 16:9|6.99|VAR|2005|SciFi|VAR|096009635091|2009-12-08 00:00:00|172458|2013-11-21 00:00:00|1
Black Knight (Fox/ Special Edition)|Fox||Out|5.1|LBX|9.98|PG-13|2001|Comedy|2.35:1|024543039921|2009-01-06 00:00:00|147542|2013-11-21 00:00:00|1
Black Knight (Fox/ Special Edition/ Old Version)|Fox||Out|5.1|LBX|9.98|PG-13|2001|Comedy|1.85:1|024543039884|2002-04-16 00:00:00|16642|2013-11-21 00:00:00|1
Black Sabbath: Live: Gathered In Their Masses|Republic Records||Out|5.1|LBX, 16:9|14.98|NR|2013|Music|1.78:1|602537540563|2013-11-25 00:00:00|254735|2013-11-19 00:00:00|1
Black Sabbath: Live: Gathered In Their Masses (Blu-ray)|Republic Records||Out|5.1 DTS-HD|LBX, 16:9, BLU-RAY|34.98|NR|2013|Music|1.78:1|602537540839|2013-11-25 00:00:00|254712|2013-11-19 00:00:00|1
Blackbeard / Merlin's Apprentice: The Search For The Holy Grail (Widescreen) (Old Version)|Echo Bridge||Discontinued|VAR|LBX|9.99|NR|VAR|VAR|VAR|096009613693|2008-12-02 00:00:00|194669|2013-11-21 00:00:00|1
Blood Fight / Chinese Hercules|Platinum||Discontinued|2.0|4:3|7.99|R|VAR|Action/Adventure|1.33:1|096009276294|2005-04-05 00:00:00|61634|2013-11-21 00:00:00|1
Blood Monkey (a.k.a. BloodMonkey)|RHI Entertainment||Discontinued|2.0|LBX, 16:9|7.93|NR|2007|Horror|1.85:1|796019806022|2007-11-06 00:00:00|118350|2013-11-21 00:00:00|1
Blue Collar Boys|Asian Media Rights||Out|2.0|4:3|16.95|NR|2012|Action/Adventure|1.33:1|760137600190|2013-11-19 00:00:00|250998|2013-11-19 00:00:00|1
Bob Harper Pure Burn Super Strength (SGK)|Anchor Bay||Out|2.0|4:3|14.98|NR|UNK|Exercise|1.33:1|013132199597|2010-10-05 00:00:00|187373|2013-11-21 00:00:00|1
Bob Harper: Cardio Conditioning (Susan G. Komen Edition)|Anchor Bay||Out|2.0|LBX, 16:9|14.98|NR|2010|Exercise|1.78:1|013132274195|2010-12-28 00:00:00|224823|2013-11-21 00:00:00|1
Bob Harper: Ultimate Cardio Body (Breast Cancer Benefit DVD)|Anchor Bay||Out|2.0|LBX, 16:9|14.98|NR|UNK|Exercise|1.78:1|013132372891|2011-10-04 00:00:00|212395|2013-11-21 00:00:00|1
Bob Newhart: Button Down Concert|Fox||Out|2.0|4:3|19.98|NR|UNK|Comedy|1.33:1|024543234586|2006-09-19 00:00:00|88774|2013-11-21 00:00:00|1
Boondock Saints (Fox/ Unrated Version/ 10th Anniversary Edition/ / Truth & Justice Edition/ Blu-ray w/ Digital Copy)|Fox||Out|5.1 DTS-HD|LBX, 16:9, BLU-RAY|16.99|UR|1999|Action/Adventure|2.35:1|024543733942|2011-06-14 00:00:00|205917|2013-11-21 00:00:00|1
Borrowed Hearts (DVD/CD Combo 'The Greatest Christmas Collection, Vol. 1')|Echo Bridge||Discontinued|2.0|4:3|6.99|NR|VAR|Drama|1.33:1|096009946791|2010-07-13 00:00:00|182200|2013-11-21 00:00:00|1
Bounty Huntress (Platinum/ Old Version)|Platinum||Discontinued|2.0|4:3|6.99|R|2001|Action/Adventure|1.33:1|096009383893|2005-09-23 00:00:00|72185|2013-11-21 00:00:00|1
Bounty Huntress 2 (Platinum)|Platinum||Discontinued|2.0|4:3|6.99|R|2001|Action/Adventure|1.33:1|096009383992|2005-09-23 00:00:00|72212|2013-11-21 00:00:00|1
Boys Next Door (Anchor Bay/ Special Edition)|Anchor Bay||Out|1.0|LBX, 16:9|9.98|R|1986|Drama|1.85:1|013131137699|2001-05-29 00:00:00|11123|2013-11-21 00:00:00|1
Brand New Day (a.k.a. Bran Nue Dae)|Fox||Out|5.1|LBX, 16:9|9.98|PG-13|2009|Comedy|1.85:1|024543778820|2011-09-13 00:00:00|212467|2013-11-21 00:00:00|1
Bratz: Genie Magic (Fox)|Fox||Out|2.0|4:3|14.98|NR|UNK|Family|1.33:1|024543236870|2006-04-11 00:00:00|79613|2013-11-21 00:00:00|1
Breaking The Girls|IFC||Out|2.0|LBX, 16:9|24.98|NR|2013|Thriller|1.85:1|030306988993|2013-11-19 00:00:00|251570|2013-11-19 00:00:00|1
Bridegroom|Virgil Films and Entertainment||Out|2.0|LBX, 16:9|19.99|NR|2012|Documentary|1.85:1|829567097724|2013-11-19 00:00:00|251661|2013-11-19 00:00:00|1
Bridge At Remagen (MGM/UA)|MGM/UA||Out|1.0|LBX|14.98|PG|1969|War|2.35:1|027616837325|2000-02-29 00:00:00|924|2013-11-21 00:00:00|1
Brief Encounter (1974) / The Tamarind Seed|Timeless Multimedia||Out|2.0|LBX, 16:9|9.99|NR|1974|Drama|1.78:1|011301691767|2013-11-19 00:00:00|251065|2013-11-19 00:00:00|1
Broadcast News (Fox)|Fox||Out|SUR|LBX|9.98|R|1987|Comedy|1.85:1|086162128936|1999-10-05 00:00:00|939|2013-11-21 00:00:00|1
Broken Arrow (1996/ Blu-ray)|Fox||Out|5.1 DTS-HD|LBX, 16:9, BLU-RAY|14.99|R|1996|Action/Adventure|2.35:1|024543414377|2007-02-13 00:00:00|98972|2013-11-21 00:00:00|1
Brown Sugar (Special Edition)|Fox||Out|5.1|4:3 P&S, LBX|9.98|PG-13|2002|Comedy|1.85:1|024543065494|2003-02-11 00:00:00|25242|2013-11-21 00:00:00|1
Brubaker|Fox||Out|2.0|LBX, 16:9|14.98|R|1980|Drama|1.85:1|024543075387|2003-05-20 00:00:00|29041|2013-11-21 00:00:00|1
Bruce Bruce: Losin' It!: Live From Boston|Salient Media||Out|2.0|LBX, 16:9|6.95|NR|UNK|Comedy|1.78:1|883476030968|2011-02-08 00:00:00|193429|2013-11-21 00:00:00|1
Brunner & Suddarth's Textbook Of Medical-Surgical Nursing (13th Ed.) + Taylor's Video Guide To Clinical ... (Book w/ DVD)|Lippincott Williams & Wilkins|2013-12-20 00:00:00|Pending|2.0|4:3|432.94|NR|2013|Special Interest|1.33:1|9781469860183|2013-12-20 00:00:00|256223|2013-11-21 00:00:00|0
Bubble Guppies: Animals Everywhere!|Nickelodeon|2014-03-11 00:00:00|Pending|2.0|4:3|16.99|NR|UNK|Animation|1.33:1|097368057241|2014-03-11 00:00:00|256213|2013-11-21 00:00:00|0
Bubble Guppies: Animals Everywhere! (Checkpoint)|Nickelodeon|2014-03-11 00:00:00|Pending|2.0|4:3|16.99|NR|UNK|Animation|1.33:1|097368057227|2014-03-11 00:00:00|256202|2013-11-21 00:00:00|0
Bull Durham (MGM/UA/ DVD & Blu-ray Combo)|MGM/UA||Out|5.1 DTS-HD|LBX, 16:9, BLU-RAY|24.99|R|1988|Comedy|1.85:1|883904220619|2010-08-03 00:00:00|183853|2013-11-21 00:00:00|1
Bull Durham (MGM/UA/ Special Edition)|MGM/UA||Out|5.1|LBX, 16:9|14.98|R|1988|Comedy|1.85:1|883904249658|2013-10-29 00:00:00|254672|2013-11-21 00:00:00|1
Bullet (1996)|New Line||Out|5.1|LBX, 16:9|14.97|R|1996|Mystery/Suspense|1.85:1|794043613425|2003-01-14 00:00:00|24048|2013-11-22 00:00:00|1
Bullet (2013)|Independent Film|2014-02-25 00:00:00|Pending|2.0|LBX, 16:9|24.98|NR|2013|Action/Adventure|1.85:1|704400093968|2014-02-25 00:00:00|256275|2013-11-22 00:00:00|0
Bullet (2013/ Blu-ray)|Independent Film|2014-02-25 00:00:00|Pending|2.0|LBX, 16:9, BLU-RAY|29.98|NR|2013|Action/Adventure|1.85:1|704400093951|2014-02-25 00:00:00|256263|2013-11-22 00:00:00|0
Bulletproof Monk (Special Edition)|MGM/UA||Out|5.1|LBX, 16:9|14.98|PG-13|2003|Action/Adventure|2.35:1|883904249641|2013-10-22 00:00:00|254610|2013-11-21 00:00:00|1
Butch Cassidy And The Sundance Kid (Collector's Edition)|Fox||Out|5.1|LBX, 16:9|14.98|PG|1969|Western|2.35:1|024543244578|2006-06-06 00:00:00|82950|2013-11-21 00:00:00|1
C.O.G.|Screen Media Films||Out|2.0|LBX, 16:9|24.98|R|2013|Comedy|2.35:1|814838013305|2013-11-19 00:00:00|251177|2013-11-19 00:00:00|1
Caesar & Otto's Deadly Xmas|Wild Eye Releasing||Out|2.0|4:3|14.95|NR|2012|Horror|1.33:1|760137604792|2013-11-19 00:00:00|250990|2013-11-19 00:00:00|1
Californication: The 1st - 6th Seasons: Six Season Pack|Paramount|2014-03-25 00:00:00|Pending|5.1|LBX, 16:9|209.99|NR|VAR|TV Classics|1.78:1|032429129291|2014-03-25 00:00:00|256182|2013-11-21 00:00:00|0
Californication: The 6th Season|Paramount|2014-03-25 00:00:00|Pending|5.1|LBX, 16:9|42.99|NR|2012|TV Classics|1.78:1|097368806344|2014-03-25 00:00:00|256222|2013-11-21 00:00:00|0
Californication: The 6th Season (Checkpoint)|Paramount|2014-03-25 00:00:00|Pending|5.1|LBX, 16:9|42.99|NR|2012|TV Classics|1.78:1|097368806320|2014-03-25 00:00:00|256194|2013-11-21 00:00:00|0
Calling (2000/ Fox)|Fox||Out|2.0|4:3|9.98|NR|2000|Horror|1.33:1|024543085300|2003-09-02 00:00:00|31880|2013-11-21 00:00:00|1
Cambodia: Pol Pot And The Khmer Rouge|San Juan Music Group||Out|2.0|4:3|14.95|NR|2012|Documentary|1.33:1|760137585596|2013-11-19 00:00:00|252914|2013-11-19 00:00:00|1
Camelot (UNK) / Hunchback Of Notre Dame|Anchor Bay||Out|2.0|4:3|9.98|NR|VAR|Animation|1.33:1|013137001895|2005-01-25 00:00:00|56706|2013-11-21 00:00:00|1
Candlelight In Algeria (VCI)|VCI||Discontinued|2.0|4:3|14.99|NR|1944|War|1.33:1|089859860522|2011-03-29 00:00:00|196642|2013-11-21 00:00:00|1
Care Bears: Forest Of Feelings|Fox||Out|2.0|4:3|9.98|GA|UNK|Family|1.33:1|024543426660|2007-03-20 00:00:00|101479|2013-11-21 00:00:00|1
Care Bears: Grizzle-ly Adventures|Fox||Out|2.0|4:3|9.98|GA|UNK|Family|1.33:1|024543497288|2008-02-05 00:00:00|125632|2013-11-21 00:00:00|1
Care Bears: Ups & Downs|Fox||Out|2.0|4:3|9.98|GA|UNK|Family|1.33:1|024543512066|2008-05-13 00:00:00|131729|2013-11-21 00:00:00|1
Cartoon Christmas Classics (On Demand DVD-R)|Shadowplay||Out|2.0|4:3|17.99|NR|VAR|Animation|1.33:1|737088095290|2013-11-20 00:00:00|256254|2013-11-22 00:00:00|0
Case Studies In Polysomnography Interpretation (Book w/ DVD)|Cambridge University Press||Out|2.0|4:3|127|NR|2012|Special Interest|1.33:1|9781107015395|2012-11-30 00:00:00|238545|2013-11-21 00:00:00|1
Chain Reaction (1996/ Blu-ray)|Fox||Out|5.1 DTS-HD|LBX, 16:9, BLU-RAY|14.99|PG-13|1996|Action/Adventure|1.85:1|024543414421|2007-02-13 00:00:00|98956|2013-11-21 00:00:00|1
Chances Are (1989/ Image/ 25th Annivesary Edition/ Blu-ray)|Image||Postponed|2.0 DTS-HD|LBX, 16:9, BLU-RAY|17.97|PG|1989|Comedy|1.85:1|014381962352|2014-01-14 00:00:00|255190|2013-11-21 00:00:00|1
Charly|MGM/UA||Out|1.0|4:3|14.98|PG|1968|Drama|1.33:1|027616912015|2005-03-08 00:00:00|46875|2013-11-21 00:00:00|1
Chase (2013)|Thomas Nelson|2013-12-31 00:00:00|Pending|2.0|4:3|26.99|NR|2013|Special Interest|1.33:1|9780529104342|2013-12-31 00:00:00|253119|2013-11-22 00:00:00|1
Chieftains: An Irish Evening|BMG Music||Discontinued|2.0|4:3|16.98|NR|VAR|Music|1.33:1|090266091690|2000-11-01 00:00:00|8815|2013-11-21 00:00:00|1
Children Of The Corn (1984/ Anchor Bay/ Blu-ray) / Hellraiser (Blu-ray)|Anchor Bay||Out|5.0 TRUEHD|LBX, 16:9, BLU-RAY|29.97|R|VAR|Horror|1.85:1|013138320087|2010-01-19 00:00:00|170491|2013-11-21 00:00:00|1
Children Of The Corn (2009/ Blu-ray)|Anchor Bay||Out|5.1|LBX, 16:9, BLU-RAY|17.99|NR|2009|Horror|1.78:1|013132232096|2010-11-16 00:00:00|187746|2013-11-21 00:00:00|1
Chilling True Crime Collectors Set (3-Disc)|Echo Bridge||Discontinued|2.0|4:3|9.99|NR|VAR|Drama|1.33:1|096009952495|2010-09-07 00:00:00|186888|2013-11-21 00:00:00|1
Chocolat (1988)|MGM/UA||Out|SUB|LBX|14.98|PG-13|1988|Foreign|1.66:1|027616864468|2001-07-24 00:00:00|11077|2013-11-21 00:00:00|1
Chop Socky Chooks, Vol. 1|Fox||Out|2.0|LBX, 16:9|14.98|NR|UNK|Family|1.78:1|024543618720|2009-10-06 00:00:00|165246|2013-11-21 00:00:00|1
Christmas Angel (2011/ a.k.a. My Angel)|BBC Home Video||Out|2.0|4:3|19.98|NR|2011|Family|1.33:1|883929355334|2013-11-19 00:00:00|252827|2013-11-19 00:00:00|1
Christmas Caper|First Look||Out|5.1|LBX, 16:9|7.99|PG|2007|Comedy|1.78:1|687797124692|2008-10-28 00:00:00|139355|2013-11-22 00:00:00|1
Christmas Romance (DVD/CD Combo 'Rocky Mountain Christmas')|Echo Bridge||Discontinued|2.0|4:3|6.99|NR|1994|Family|1.33:1|096009723897|2011-09-13 00:00:00|212658|2013-11-21 00:00:00|1
Chronicles Of Narnia: The Voyage Of The Dawn Treader (DVD & Blu-ray Combo w/ Digital Copy)|Fox||Out|5.1 DTS-HD|LBX, 16:9, BLU-RAY|19.99|PG|2010|Fantasy|2.35:1|024543707509|2011-04-08 00:00:00|198418|2013-11-21 00:00:00|1
Chuggington: Chuggers To The Rescue (w/ Parent Magazine)|Anchor Bay||Out|2.0|LBX, 16:9|16.98|NR|UNK|Family|1.78:1|013132333090|2011-04-05 00:00:00|202718|2013-11-21 00:00:00|1
Chuggington: It's Training Time (Alternate UPC 1)|Anchor Bay||Out|2.0|LBX, 16:9|14.98|NR|UNK|Family|1.78:1|013132344898|2011-08-02 00:00:00|217445|2013-11-21 00:00:00|1
Chuggington: Safari Adventures (w/ Train)|Anchor Bay||Out|2.0|LBX, 16:9|16.98|NR|UNK|Family|1.78:1|013132598529|2013-02-12 00:00:00|237483|2013-11-21 00:00:00|1
Chuggington: The Chugger Championship (Alternate UPC 1)|Anchor Bay||Out|2.0|LBX, 16:9|16.98|NR|UNK|Family|1.78:1|013132353791|2011-10-11 00:00:00|210288|2013-11-21 00:00:00|1
Class Of 1984 (Cult Film Series: Cult Fiction)|Anchor Bay||Out|2.0|LBX, 16:9|14.98|R|1982|Action/Adventure|1.85:1|013131579499|2008-03-04 00:00:00|129734|2013-11-21 00:00:00|1
Classic TV Christmas, Vol. 1 (DVD/CD Combo) / Angels We Have Heard On High|Echo Bridge||Discontinued|2.0|4:3|6.99|NR|VAR|TV Classics|1.33:1|096009533397|2010-11-23 00:00:00|194646|2013-11-21 00:00:00|1
Classic TV Chritmas, Vol. 2 / Christmas Sing-Alongs|Echo Bridge||Discontinued|2.0|4:3|6.99|NR|VAR|Special Interest|1.33:1|096009946692|2010-07-13 00:00:00|182231|2013-11-21 00:00:00|1
Classic Wrestling Battles|Timeless Multimedia|2014-03-18 00:00:00|Pending|2.0|4:3|14.93|NR|VAR|Special Interest|1.33:1|011301697462|2014-03-18 00:00:00|256272|2013-11-22 00:00:00|0
Clawhammer Banjo: The Basics And Beyond|Homespun|2013-11-26 00:00:00|Pending|2.0|4:3|29.95|NR|2013|Special Interest|1.33:1|884088961879|2013-11-26 00:00:00|256216|2013-11-21 00:00:00|0
Clearing (Fox/ Special Edition)|Fox||Out|5.1|LBX, 16:9|9.98|R|2004|Thriller|1.85:1|024543152484|2004-11-09 00:00:00|49477|2013-11-21 00:00:00|1
Cliff Richard: Still Reelin' And A-Rockin'|Eagle Vision||Out|5.1|LBX, 16:9|14.98|NR|UNK|Music|1.78:1|801213065691|2013-11-19 00:00:00|253354|2013-11-19 00:00:00|1
Cliff Richard: Still Reelin' And A-Rockin' (Blu-ray)|Eagle Vision||Out|5.1 DTS-HD|LBX, 16:9, BLU-RAY|19.98|NR|UNK|Music|1.78:1|801213347599|2013-11-19 00:00:00|253346|2013-11-19 00:00:00|1
Coexist Comedy Tour (Alternate UPC)|Horizon Movies|2014-01-28 00:00:00|Pending|2.0|LBX, 16:9|19.95|NR|2013|Documentary|1.78:1|738329118327|2014-01-28 00:00:00|256240|2013-11-22 00:00:00|0
Compact Preliminary For Schools Classware (DVD-ROM)|Cambridge University Press|2013-12-31 00:00:00|Pending|2.0|4:3|182|NR|2013|Special Interest|1.33:1|9781107692336|2013-12-31 00:00:00|236102|2013-11-22 00:00:00|1
Complete Blues Guitar Method: Intermediate Blues Guitar: Complete Blues Guitar Method (2nd Ed./ Book w/ DVD)|Alfred Publishing|2013-12-15 00:00:00|Pending|2.0|4:3|24.99|NR|2013|Special Interest|1.33:1|038081458984|2013-12-15 00:00:00|256260|2013-11-22 00:00:00|0
Complete Key For Schools Presentation (DVD-ROM)|Cambridge University Press|2013-12-31 00:00:00|Pending|2.0|4:3|181.3|NR|2013|Special Interest|1.33:1|9781107697942|2013-12-31 00:00:00|254445|2013-11-22 00:00:00|1
Con Express (Fox)|Fox||Out|2.0|4:3|9.98|R|2002|Action/Adventure|1.33:1|024543086468|2003-09-02 00:00:00|32053|2013-11-21 00:00:00|1
Conspiracy (1973/ Le Complot)|Pathfinder|2014-01-21 00:00:00|Pending|SUB|LBX, 16:9|24.98|NR|1973|Foreign|1.66:1|825307930993|2014-01-21 00:00:00|256278|2013-11-22 00:00:00|0
Constellation|Fox||Out|5.1|LBX, 16:9|26.98|PG-13|2005|Drama|1.85:1|024543429098|2007-05-22 00:00:00|104961|2013-11-22 00:00:00|1
Constellation (SensorMatic)|Fox||Out|5.1|LBX, 16:9|9.98|PG-13|2005|Drama|1.85:1|024543429135|2007-05-22 00:00:00|108777|2013-11-22 00:00:00|1
Constellation / Our Family Wedding|Fox|2014-01-21 00:00:00|Pending|5.1|LBX, 16:9|14.98|PG-13|VAR|VAR|1.85:1|024543931331|2014-01-21 00:00:00|256255|2013-11-22 00:00:00|0
Cook Like A Chef: 1st Season, Vol. 1|Echo Bridge||Discontinued|2.0|4:3|6.99|NR|UNK|TV Classics|1.33:1|096009747497|2009-04-14 00:00:00|153870|2013-11-21 00:00:00|1
Corrie Ten Boom: A Faith Undefeated|Vision Video||Out|2.0|4:3|19.99|NR|UNK|Special Interest|1.33:1|727985015507|2013-11-19 00:00:00|254089|2013-11-19 00:00:00|1
Cosmetic Surgery Of The Asian Face (Book w/ DVD)|Thieme Medical Publishers||Discontinued|2.0|4:3|179.99|NR|2005|Special Interest|1.33:1|9781588902184|2005-07-30 00:00:00|205720|2013-11-21 00:00:00|1
Cousin Bette (1998)|Fox||Out|SUR|LBX|9.98|R|1998|Comedy|1.85:1|086162104497|1999-04-20 00:00:00|1368|2013-11-21 00:00:00|1
Cover / Even Money|Fox|2014-01-21 00:00:00|Pending|5.1|LBX, 16:9|14.98|VAR|VAR|Thriller|1.85:1|024543931317|2014-01-21 00:00:00|256245|2013-11-22 00:00:00|0
Cowboy Collection: The Magnificent Seven (1960) / The Good, The Bad And The Ugly / Butch Cassidy And The Sundance Kid|MGM/UA||Out|VAR|LBX, 16:9|19.98|VAR|VAR|Western|2.35:1|883904141488|2009-05-12 00:00:00|156332|2013-11-21 00:00:00|1
Craft In America: Season 5: Forge|PBS||Out|2.0|LBX, 16:9|19.99|NR|2013|TV Classics|1.78:1|841887019804|2013-11-19 00:00:00|252084|2013-11-19 00:00:00|1
Crash (2008): Season 1|Anchor Bay||Out|5.1|LBX, 16:9|39.97|NR|2008|TV Classics|1.78:1|013138309389|2009-09-15 00:00:00|163206|2013-11-21 00:00:00|1
Crash Landing / Forced To Kill|Echo Bridge||Discontinued|VAR|VAR|9.99|NR|VAR|Action/Adventure|VAR|096009513191|2010-11-23 00:00:00|194622|2013-11-21 00:00:00|1
Crazy, Stupid, Love / Horrible Bosses|Warner Brothers||Out|5.1|LBX, 16:9|19.94|VAR|2011|Comedy|2.35:1|883929351459|2013-11-19 00:00:00|250675|2013-11-19 00:00:00|1
Croc|RHI Entertainment||Discontinued|5.1|LBX, 16:9|7.93|NR|2007|Horror|1.78:1|796019808453|2008-02-05 00:00:00|127742|2013-11-21 00:00:00|1
Crooked E: The Unshredded Truth About Enron|Echo Bridge||Out|2.0|4:3|6.99|NR|2003|Drama|1.33:1|096009411091|2007-12-18 00:00:00|123211|2013-11-21 00:00:00|1
Cross-Sectional Atlas Of The Brain (Book w/ DVD)|Harvard University Press||Out|2.0|4:3|128|NR|2006|Special Interest|1.33:1|9780674019232|2006-01-31 00:00:00|211594|2013-11-21 00:00:00|1
Crystal Fairy|IFC||Out|2.0|LBX, 16:9|24.98|NR|2013|Comedy|2.35:1|030306988795|2013-11-19 00:00:00|251551|2013-11-19 00:00:00|1
Crystal Fairy (Blu-ray)|IFC||Out|2.0|LBX, 16:9, BLU-RAY|29.98|NR|2013|Comedy|2.35:1|030306191799|2013-11-19 00:00:00|251736|2013-11-19 00:00:00|1
Cure: What If God Isn't Who You Think He Is And Neither Are You? (Book w/ DVD)|NavPress Publishing||Out|2.0|4:3|9.99|NR|2012|Special Interest|1.33:1|9780984757732|2012-06-30 00:00:00|244094|2013-11-22 00:00:00|1
Curse Of The Dragon|North American Motion Pictures|2014-02-25 00:00:00|Pending|2.0|LBX, 16:9|14.93|R|2011|Fantasy|1.85:1|018713611420|2014-02-25 00:00:00|256103|2013-11-20 00:00:00|0
Custer Of The West (MGM)|MGM/UA||Out|1.0|LBX|14.98|G|1968|Western|1.85:1|027616905802|2004-05-25 00:00:00|39289|2013-11-21 00:00:00|1
Damien: Omen II (Old Version)|Fox||Out|SUR|LBX, 16:9|9.98|R|1978|Horror|2.35:1|024543004493|2000-09-05 00:00:00|6853|2013-11-21 00:00:00|1
Dance Off The Inches: Calorie Blasting Party|Anchor Bay||Out|2.0|4:3|14.98|NR|2005|Exercise|1.33:1|013131318197|2005-08-23 00:00:00|65851|2013-11-21 00:00:00|1
Dance Off The Inches: Cardio Hip Hop (Susan G. Komen Edition)|Anchor Bay||Out|2.0|LBX, 16:9|14.98|NR|2010|Exercise|1.78:1|013132274096|2010-12-28 00:00:00|224830|2013-11-21 00:00:00|1
Dance Off The Inches: Country Line Dance|Anchor Bay||Out|2.0|4:3|14.98|NR|UNK|Exercise|1.33:1|013131671995|2009-12-29 00:00:00|177849|2013-11-21 00:00:00|1
Dance Off The Inches: Hip Hop Body Blast|Anchor Bay||Out|2.0|LBX, 16:9|14.98|NR|2011|Exercise|1.78:1|013132507798|2012-04-17 00:00:00|222485|2013-11-21 00:00:00|1
Dance Off The Inches: Hip Hop Party|Anchor Bay||Out|2.0|4:3|14.98|NR|UNK|Exercise|1.33:1|013131671698|2009-10-06 00:00:00|164539|2013-11-21 00:00:00|1
Dance Off The Inches: Sizzling Salsa|Anchor Bay||Out|2.0|4:3|14.98|NR|2007|Exercise|1.33:1|013132507897|2012-04-17 00:00:00|222481|2013-11-21 00:00:00|1
Dance With Julianne: Just Dance (Susan G. Komen Edition)|Anchor Bay||Out|2.0|LBX, 16:9|14.98|NR|2010|Exercise|1.78:1|013132199894|2010-10-05 00:00:00|224801|2013-11-21 00:00:00|1
Danguard Ace: Movie Collection|Shout! Factory||Out|2.0|4:3|19.93|NR|VAR|Anime|1.33:1|826663137750|2013-11-19 00:00:00|251039|2013-11-19 00:00:00|1
Dark Legacy II|Terra||Out|2.0|LBX, 16:9|19.99|NR|UNK|Documentary|1.78:1|684457550051|2013-11-19 00:00:00|255628|2013-11-19 00:00:00|1
Dark Stories: Tales From Beyond The Grave: Eau De La Vie / Bitch / The Imploding Self / La Vie En Rose / Headlong / ...|Platinum||Discontinued|2.0|4:3|6.99|R|VAR|VAR|1.33:1|096009042691|2006-02-28 00:00:00|125782|2013-11-21 00:00:00|1
David Beckham: Life Of An Icon|Anchor Bay||Out|2.0|4:3|19.97|NR|UNK|Documentary|1.33:1|013137700392|2008-05-06 00:00:00|118065|2013-11-21 00:00:00|1
David Lee Roth: Greatest Hits (The Deluxe Edition/ DVD/CD Combo)|Friday Music||Out|2.0|4:3|24.98|NR|UNK|Music|1.33:1|829421729419|2013-11-19 00:00:00|253674|2013-11-19 00:00:00|1
Dawn Of The Dead (1978/ Special Edition)|Anchor Bay||Out|5.1/DTS|LBX, 16:9|14.98|R|1978|Horror|1.85:1|013131216394|2004-03-16 00:00:00|37222|2013-11-21 00:00:00|1
Dawn Of The Dead (1978/ The Ultimate Edition)|Anchor Bay||Out|5.1/DTS|LBX, 16:9|49.98|R|1978|Horror|1.85:1|013131216790|2004-09-07 00:00:00|47660|2013-11-21 00:00:00|1
Day After Tomorrow (Widescreen/ Special Edition/ Gift Wrap Packaging)|Fox||Out|5.1/DTS|LBX, 16:9|19.98|PG-13|2004|SciFi|2.35:1|024543372806|2006-10-17 00:00:00|90698|2013-11-21 00:00:00|1
Day To Remember: Common Courtesy (DVD/CD Combo)|ADTR Records||Out|2.0|4:3|13.98|NR|UNK|Music|1.33:1|887158612053|2013-11-25 00:00:00|255124|2013-11-19 00:00:00|1
Dead & Breakfast (Unrated Version)|Anchor Bay||Out|2.0|LBX, 16:9|9.98|UR|2004|Horror|1.85:1|013131311594|2005-09-06 00:00:00|67467|2013-11-21 00:00:00|1
Dead Cert (1974)|MGM/UA||Out|2.0|LBX|14.98|NR|1974|Thriller|1.85:1|027616122513|2005-10-04 00:00:00|69538|2013-11-21 00:00:00|1
Dead In Tombstone (Blu-ray/ Rental Ready)|Universal||Out|5.1 DTS-HD|LBX, 16:9, BLU-RAY|34.98|UR/R|2013|Fantasy|1.78:1|025192115783|2013-11-19 00:00:00|250795|2013-11-19 00:00:00|1
Dead In Tombstone (Rental Ready)|Universal||Out|5.1|LBX, 16:9|29.98|UR/R|2013|Fantasy|1.78:1|025192115790|2013-11-19 00:00:00|250789|2013-11-19 00:00:00|1
Deadly China Doll Collection: Dance Of Death (1980) / Sting Of The Dragon Master / Moonlight Sword And Jade Lion|Crash Entertainment||Discontinued|2.0|LBX|19.98|NR|VAR|Foreign|1.85:1|669657828827|2005-02-22 00:00:00|56875|2013-11-22 00:00:00|1
Death Before Dishonor (1987)|Anchor Bay||Out|2.0|LBX, 16:9|9.98|R|1987|Action/Adventure|1.85:1|013131140798|2001-05-29 00:00:00|11095|2013-11-21 00:00:00|1
Death Train (2003/ Fox)|Fox||Out|2.0|4:3|9.98|R|2003|Action/Adventure|1.33:1|024543078159|2003-06-03 00:00:00|29163|2013-11-21 00:00:00|1
Deceptions Of Love|Maverick Entertainment Group||Out|2.0|LBX, 16:9|14.98|NR|2013|Thriller|1.78:1|824355545425|2013-11-19 00:00:00|251595|2013-11-19 00:00:00|1
Deepak Chopra: The Seven Laws Of Spiritual Success|Fox||Out|5.1|LBX|14.98|NR|2006|Special Interest|1.78:1|024543429258|2007-05-08 00:00:00|106026|2013-11-21 00:00:00|1
